bench,BLOCK_SIZE,n,t
commit,131072,1,5.070400000000002e-05
commit,131072,15,7.447175833333333e-05
commit,131072,31,8.397260080645162e-05
commit,131072,47,8.980695478723403e-05
commit,131072,63,9.436502579365078e-05
commit,131072,79,9.758882120253164e-05
commit,131072,95,0.00010039729473684209
commit,131072,111,0.00010279178265765765
commit,131072,127,0.00010494604035433071
commit,131072,143,0.00010686131293706295
commit,131072,159,0.00010837912264150943
commit,131072,175,0.00010962355
commit,131072,191,0.00011081924476439787
commit,131072,207,0.00011188067753623188
commit,131072,223,0.0001129263918161435
commit,131072,239,0.00011394005543933056
commit,131072,255,0.00011502989852941178
commit,131072,271,0.00011600716559040593
commit,131072,287,0.00011698743771777003
commit,131072,303,0.00011800068976897688
commit,131072,319,0.00011896447766457682
commit,131072,335,0.0001198307567164179
commit,131072,351,0.00012063764814814813
commit,131072,367,0.00012136739884196184
commit,131072,383,0.00012207288936031332
commit,131072,399,0.00012271543515037593
commit,131072,415,0.0001233851379518072
commit,131072,431,0.00012403007917633413
commit,131072,447,0.0001246472841163311
commit,131072,463,0.00012522344816414684
commit,131072,479,0.00012580523825678498
commit,131072,495,0.00012636667525252524
commit,131072,511,0.00012691054036203522
commit,131072,527,0.00012746528723908918
commit,131072,543,0.00012798994682320443
commit,131072,559,0.00012852797048300534
commit,131072,575,0.00012904241434782607
commit,131072,591,0.0001295711529187817
commit,131072,607,0.0001300872506177924
commit,131072,623,0.00013060989365971107
commit,131072,639,0.00013112957042253523
commit,131072,655,0.00013161290477099234
commit,131072,671,0.00013212489288375558
commit,131072,687,0.0001326052152474527
commit,131072,703,0.00013303483445945949
commit,131072,719,0.00013348919367176632
commit,131072,735,0.00013394178486394556
commit,131072,751,0.00013439628894806925
commit,131072,767,0.0001347988011734029
commit,131072,783,0.00013520300383141763
commit,131072,799,0.00013560044086357946
commit,131072,815,0.00013596370015337423
commit,131072,831,0.00013633104693140796
commit,131072,847,0.00013667986437426212
commit,131072,863,0.00013702184110660489
commit,131072,879,0.00013737435537542663
commit,131072,895,0.00013770892709497206
commit,131072,911,0.00013802360716245888
commit,131072,927,0.00013833155326321465
commit,131072,943,0.00013863159504241785
commit,131072,959,0.00013892199009384775
commit,131072,975,0.00013922485423076923
commit,131072,991,0.00013951334006054487
commit,131072,1007,0.00013979541794935453
commit,131072,1023,0.00014009212732160313
commit,131072,1039,0.00014038280341674688
commit,131072,1055,0.0001406721598341232
commit,131072,1071,0.0001409587076330532
commit,131072,1087,0.00014122441179852807
commit,131072,1103,0.00014149628989120584
commit,131072,1119,0.000141772584562109
commit,131072,1135,0.00014204696618942732
commit,131072,1151,0.00014231212434839268
commit,131072,1167,0.00014257993198371895
commit,131072,1183,0.00014285753951817412
commit,131072,1199,0.00014311047404086735
commit,131072,1215,0.00014337508302469134
commit,131072,1231,0.0001436334394800975
commit,131072,1247,0.00014387832778668804
commit,131072,1263,0.00014412191904196358
commit,131072,1279,0.0001443737276192338
commit,131072,1295,0.00014461338349420848
commit,131072,1311,0.00014486376878337145
commit,131072,1327,0.00014511573737754333
commit,131072,1343,0.000145359594564408
commit,131072,1359,0.0001456090928072112
commit,131072,1375,0.00014584012700000003
commit,131072,1391,0.00014607220228253056
commit,131072,1407,0.00014632285314498933
commit,131072,1423,0.00014656589994729442
commit,131072,1439,0.00040934210033009036
commit,131072,1455,0.0011859876236254294
commit,131072,1471,0.001174823099932019
commit,131072,1487,0.0011638938713853396
commit,131072,1503,0.0011532024042747837
commit,131072,1519,0.001142734728439763
commit,131072,1535,0.0011324872631921824
commit,131072,1551,0.0011224562366215346
commit,131072,1567,0.0011126338064773452
commit,131072,1583,0.0011030109447252054
commit,131072,1599,0.001093590198092558
commit,131072,1615,0.0010843569080495356
commit,131072,1631,0.0010753050058246473
commit,131072,1647,0.0010664351965695203
commit,131072,1663,0.0010577317194828623
commit,131072,1679,0.0010492013147706967
commit,131072,1695,0.0010408350025073747
commit,131072,1711,0.0010326241554646407
commit,131072,1727,0.0010245661070497974
commit,131072,1743,0.0010166549438468159
commit,131072,1759,0.0010088938175099487
commit,131072,1775,0.001001272492746479
commit,131072,1791,0.0009937898428252372
commit,131072,1807,0.000986435944037078
commit,131072,1823,0.0009792167394404828
commit,131072,1839,0.0009721208005709624
commit,131072,1855,0.0009651540572776279
commit,131072,1871,0.0009583072981026189
commit,131072,1887,0.0009515802012453631
commit,131072,1903,0.0009449635304125067
commit,131072,1919,0.0009384623039994791
commit,131072,1935,0.0009320645083333334
commit,131072,1951,0.0009257724886596617
commit,131072,1967,0.0009195904758515505
commit,131072,1983,0.0009135038096949067
commit,131072,1999,0.000907517508941971
commit,131072,2015,0.0009016302385235733
commit,131072,2031,0.0008958399944608567
commit,131072,2047,0.0008901378615657059
commit,131072,2063,0.000884528149600097
commit,131072,2079,0.0008790043048941799
commit,131072,2095,0.000873557905608592
commit,131072,2111,0.0008682004160942683
commit,131072,2127,0.0008629306759520451
commit,131072,2143,0.0008577399109892673
commit,131072,2159,0.0008526266022464105
commit,131072,2175,0.0008475918745977012
commit,131072,2191,0.0008426258468165221
commit,131072,2207,0.000837736967603081
commit,131072,2223,0.0008329158217498876
commit,131072,2239,0.0008281645096025011
commit,131072,2255,0.0008234871625831485
commit,131072,2271,0.0008188727459269044
commit,131072,2287,0.000814321458624836
commit,131072,2303,0.0008098393747828919
commit,131072,2319,0.000805421775064683
commit,131072,2335,0.0008010647345824411
commit,131072,2351,0.0007967617929604423
commit,131072,2367,0.0007925272209019856
commit,131072,2383,0.0007883429497482164
commit,131072,2399,0.0007842220723739058
commit,131072,2415,0.0008951556341097309
commit,131072,2431,0.002376188235654052
commit,131072,2447,0.002589396501430323
commit,131072,2463,0.002574241308008526
commit,131072,2479,0.0025592829664179105
commit,131072,2495,0.002544514080310621
commit,131072,2511,0.002529937441806053
commit,131072,2527,0.0025155470330925998
commit,131072,2543,0.002501336310165159
commit,131072,2559,0.002487302349843689
commit,131072,2575,0.002473446574708738
commit,131072,2591,0.002459762923388653
commit,131072,2607,0.0024462499674913693
commit,131072,2623,0.0024329009180327874
commit,131072,2639,0.0024197138611216367
commit,131072,2655,0.002406685574340866
commit,131072,2671,0.0023938145287813553
commit,131072,2687,0.0023811042678172686
commit,131072,2703,0.0023685433453570106
commit,131072,2719,0.0023561300285950717
commit,131072,2735,0.002343859874771481
commit,131072,2751,0.0023317366167757182
commit,131072,2767,0.0023197584075262015
