bench,ORDER,n,t
create,2,854,0.00015311662499999999
create,2,855,0.000151820125
create,2,856,0.00015117775000000005
create,2,857,0.000152265375
create,2,858,0.000150073125
create,2,859,0.0001510075
create,2,860,0.000148650875
create,2,861,0.00015115025
create,2,862,0.00015251225000000002
create,2,863,0.00015021125
create,2,864,0.00015223787499999997
create,2,865,0.00014954074999999997
create,2,866,0.00014941375
create,2,867,0.00015253975000000002
create,2,868,0.000151556875
create,2,869,0.00015378125000000003
create,2,870,0.00015395737500000002
create,2,871,0.00014810150000000005
create,2,872,0.00015173237499999998
create,2,873,0.00015194712499999998
create,2,874,0.00015260587500000005
create,2,875,0.000150062625
create,2,876,0.00015002400000000004
create,2,877,0.00015006262499999998
create,2,878,0.00015175987500000004
create,2,879,0.000149864875
create,2,880,0.00014983737500000001
create,2,881,0.00015289725000000001
create,2,882,0.00014926050000000003
create,2,883,0.00015037562500000003
create,2,884,0.00015276500000000002
create,2,885,0.00015127662500000002
create,2,886,0.000152753875
create,2,887,0.00015359462500000003
create,2,888,0.000147755125
create,2,889,0.00015450675000000004
create,2,890,0.000152095125
create,2,891,0.00014892524999999998
create,2,892,0.00015039787499999998
create,2,893,0.000147629375
create,2,894,0.00015326
create,2,895,0.00014966125
create,2,896,0.00015117250000000002
create,2,897,0.00015280424999999999
create,2,898,0.00015138662500000001
create,2,899,0.00015349575
create,2,900,0.000151677375
create,2,901,0.00015124912500000002
create,2,902,0.00015019949999999998
create,2,903,0.000151897375
create,2,904,0.00015518187499999995
create,2,905,0.000151694375
create,2,906,0.000151298875
create,2,907,0.00015331437499999998
create,2,908,0.00015151824999999999
create,2,909,0.000155176625
create,2,910,0.00014883225
create,2,911,0.00014938687500000002
create,2,912,0.00015120525
create,2,913,0.0001533255
create,2,914,0.00014936462499999997
create,2,915,0.00015486949999999998
create,2,916,0.000151545125
create,2,917,0.00015239175000000002
create,2,918,0.00014979350000000002
create,2,919,0.00015027675
create,2,920,0.00015015562499999996
create,2,921,0.0001485075
create,2,922,0.00015080975
create,2,923,0.000153699375
create,2,924,0.000151035
create,2,925,0.000155902125
create,2,926,0.000149870125
create,2,927,0.0001543365
create,2,928,0.000151051375
create,2,929,0.00015323250000000003
create,2,930,0.000151699625
create,2,931,0.000152045375
create,2,932,0.00015410012499999997
create,2,933,0.00015039725
create,2,934,0.00015311725
create,2,935,0.000158923375
create,2,936,0.00015029837499999998
create,2,937,0.00015045287499999998
create,2,938,0.00015109525
create,2,939,0.00015197924999999998
create,2,940,0.00015475425000000003
create,2,941,0.000148793
create,2,942,0.00015501749999999998
create,2,943,0.0001549075
create,2,944,0.000155797375
create,2,945,0.00014848587499999999
create,2,946,0.0001500515
create,2,947,0.000156270125
create,2,948,0.00015279775
create,2,949,0.00015318275
create,2,950,0.000151243875
create,2,951,0.000151529375
create,2,952,0.00015184762500000004
create,2,953,0.00015533050000000003
create,2,954,0.00015411650000000002
create,2,955,0.0001523315
create,2,956,0.00015014512500000004
create,2,957,0.00015184825
create,2,958,0.000158247625
create,2,959,0.00014989237499999999
create,2,960,0.000149892375
create,2,961,0.000152853375
create,2,962,0.00014925525
create,2,963,0.00015149662500000004
