bench,ORDER,n,t
create,2,1672,0.00016576212499999998
create,2,1673,0.000165959875
create,2,1674,0.00016810762500000002
create,2,1675,0.000167844375
create,2,1676,0.00016761325
create,2,1677,0.00016577324999999998
create,2,1678,0.0001671575
create,2,1679,0.00016662450000000002
create,2,1680,0.000168932
create,2,1681,0.00016773437499999997
create,2,1682,0.00016471312500000002
create,2,1683,0.00016372962500000004
create,2,1684,0.00016410350000000003
create,2,1685,0.000165394125
create,2,1686,0.000168948375
create,2,1687,0.00016314162500000005
create,2,1688,0.000169706625
create,2,1689,0.000170540875
create,2,1690,0.00016164212500000002
create,2,1691,0.00016981075000000001
create,2,1692,0.00016301525
create,2,1693,0.00016398762499999998
create,2,1694,0.00016707499999999998
create,2,1695,0.00016657537499999996
create,2,1696,0.00016688250000000001
create,2,1697,0.00016241150000000004
create,2,1698,0.00016369687499999999
create,2,1699,0.00016586687499999997
create,2,1700,0.00016881675
create,2,1701,0.00016608625000000003
create,2,1702,0.00016954162499999996
create,2,1703,0.00016147187499999997
create,2,1704,0.00016327912499999997
create,2,1705,0.000168932
create,2,1706,0.00016564099999999998
create,2,1707,0.00016890975
create,2,1708,0.00016354300000000002
create,2,1709,0.00016782800000000002
create,2,1710,0.00017018987499999998
create,2,1711,0.00016945325
create,2,1712,0.00016585575
create,2,1713,0.00017103525
create,2,1714,0.00016876175
create,2,1715,0.00016842125
create,2,1716,0.000167108375
create,2,1717,0.000169766875
create,2,1718,0.000163015875
create,2,1719,0.00017020625
create,2,1720,0.00016663562500000002
create,2,1721,0.000167844375
create,2,1722,0.00016540525
create,2,1723,0.00017043737499999997
create,2,1724,0.00016778875
create,2,1725,0.000164064875
create,2,1726,0.000167718
create,2,1727,0.00016769574999999997
create,2,1728,0.000167486875
create,2,1729,0.00016636125000000002
create,2,1730,0.00016878337499999998
create,2,1731,0.00016723412499999998
create,2,1732,0.00017056837500000003
create,2,1733,0.000168289
create,2,1734,0.00016502025
create,2,1735,0.00016433925
create,2,1736,0.000168520125
create,2,1737,0.00016716862499999998
create,2,1738,0.00016693224999999998
create,2,1739,0.00016874475000000003
create,2,1740,0.000168305375
create,2,1741,0.00016871200000000006
create,2,1742,0.00016481725000000002
create,2,1743,0.00016867925
create,2,1744,0.0001696405
create,2,1745,0.000168822
create,2,1746,0.00016827849999999996
create,2,1747,0.00016509225000000002
create,2,1748,0.00016838787500000004
create,2,1749,0.00017287587500000001
create,2,1750,0.00016775075
create,2,1751,0.000167498
create,2,1752,0.000169888
create,2,1753,0.00016733887500000003
create,2,1754,0.000167718
create,2,1755,0.000169871
create,2,1756,0.00016989324999999998
create,2,1757,0.00016506475000000002
create,2,1758,0.000164235125
create,2,1759,0.000165559125
create,2,1760,0.000170838125
create,2,1761,0.000162768375
create,2,1762,0.000169668
create,2,1763,0.00016492137500000002
create,2,1764,0.00016742137500000003
create,2,1765,0.00016536137499999998
create,2,1766,0.00016967912500000002
create,2,1767,0.00016676725000000002
create,2,1768,0.00016759687499999997
create,2,1769,0.00016599262499999998
create,2,1770,0.000169827125
create,2,1771,0.000169569125
create,2,1772,0.000173486125
create,2,1773,0.000171601625
create,2,1774,0.00017083749999999997
create,2,1775,0.000161784875
create,2,1776,0.00016836624999999998
create,2,1777,0.00017139275
create,2,1778,0.000165839375
create,2,1779,0.00016254837499999998
create,2,1780,0.00016799825
create,2,1781,0.00016444924999999997
create,2,1782,0.000166547875
create,2,1783,0.00016672337500000002
create,2,1784,0.00016435037499999995
create,2,1785,0.00016912450000000005
create,2,1786,0.00016654725
create,2,1787,0.000169042
create,2,1788,0.00016970074999999996
create,2,1789,0.00016542687500000004
create,2,1790,0.00016809125
create,2,1791,0.0001628895
create,2,1792,0.00016500450000000002
create,2,1793,0.00016286137499999998
create,2,1794,0.000171525
create,2,1795,0.00016715224999999998
create,2,1796,0.00016775600000000002
create,2,1797,0.00016847037499999998
create,2,1798,0.000165861
create,2,1799,0.000170091
create,2,1800,0.00016538887500000004
create,2,1801,0.00016587212500000003
create,2,1802,0.00017069537500000002
create,2,1803,0.00016766825000000003
create,2,1804,0.00017222824999999997
create,2,1805,0.000166246
create,2,1806,0.00016608099999999997
create,2,1807,0.00016837675000000001
create,2,1808,0.00017005237499999998
create,2,1809,0.00016809187499999996
create,2,1810,0.00016475174999999997
create,2,1811,0.00016711362500000003
create,2,1812,0.00016812400000000002
create,2,1813,0.000169959375
create,2,1814,0.00016641625000000005
create,2,1815,0.000171744375
create,2,1816,0.00016822875000000001
create,2,1817,0.00016534499999999998
create,2,1818,0.00017245875000000002
create,2,1819,0.000165591875
create,2,1820,0.00016981600000000004
create,2,1821,0.00016970075
create,2,1822,0.00017240375
create,2,1823,0.000170189875
create,2,1824,0.00016949712500000002
create,2,1825,0.00016965687500000002
create,2,1826,0.00016848149999999998
create,2,1827,0.00016627875000000002
create,2,1828,0.00016679475000000001
create,2,1829,0.00016672399999999998
create,2,1830,0.00016876175
create,2,1831,0.00016784437499999997
create,2,1832,0.000163569875
create,2,1833,0.000166750875
create,2,1834,0.0001646745
create,2,1835,0.00017110725000000002
create,2,1836,0.00016707499999999998
create,2,1837,0.00016794262500000002
create,2,1838,0.00016246062499999996
create,2,1839,0.000166838625
create,2,1840,0.000161961
create,2,1841,0.0001694375
create,2,1842,0.000165959875
create,2,1843,0.000170838125
create,2,1844,0.00016837150000000004
create,2,1845,0.00016455337500000003
create,2,1846,0.00016885475000000003
create,2,1847,0.00016386712499999996
create,2,1848,0.00016670175
create,2,1849,0.000169778
create,2,1850,0.000170459
create,2,1851,0.00016820125
create,2,1852,0.00016465287499999994
create,2,1853,0.00016621850000000002
create,2,1854,0.000166449
create,2,1855,0.000170157125
create,2,1856,0.000167218375
create,2,1857,0.000164943
create,2,1858,0.00016825099999999999
create,2,1859,0.00016692174999999998
create,2,1860,0.00016459787500000005
create,2,1861,0.00016705274999999996
create,2,1862,0.00016854762499999998
create,2,1863,0.00016910225
create,2,1864,0.00016663037499999996
create,2,1865,0.0001676905
create,2,1866,0.000172205375
create,2,1867,0.00016382849999999998
create,2,1868,0.00017072225
create,2,1869,0.00016786662499999994
create,2,1870,0.00016468037500000002
create,2,1871,0.000167476375
create,2,1872,0.000166377625
create,2,1873,0.00016793212499999997
create,2,1874,0.00016532800000000001
create,2,1875,0.00016618512499999997
create,2,1876,0.00016499337500000002
create,2,1877,0.0001737775
create,2,1878,0.00016281225
create,2,1879,0.00017379325
create,2,1880,0.000163433
create,2,1881,0.00016420762499999998
create,2,1882,0.000164938375
create,2,1883,0.000172145125
create,2,1884,0.00016744300000000003
create,2,1885,0.00016482837500000002
create,2,1886,0.00016855287499999998
create,2,1887,0.00016700950000000003
create,2,1888,0.00016937725000000002
create,2,1889,0.000171464125
create,2,1890,0.000168816125
create,2,1891,0.00017062337499999997
create,2,1892,0.00016541575000000004
create,2,1893,0.00016654787500000002
create,2,1894,0.00016958025000000002
create,2,1895,0.00017254125000000002
create,2,1896,0.00016212012500000002
create,2,1897,0.0001693
create,2,1898,0.000167239375
create,2,1899,0.000167426625
create,2,1900,0.00017014599999999998
create,2,1901,0.000171546625
create,2,1902,0.00017100312499999996
create,2,1903,0.00016672924999999999
create,2,1904,0.0001690695
create,2,1905,0.000163438875
create,2,1906,0.0001685915
create,2,1907,0.000169063625
create,2,1908,0.00016361962500000002
create,2,1909,0.00016808600000000002
create,2,1910,0.000165652125
create,2,1911,0.0001726015
create,2,1912,0.00016685562499999998
create,2,1913,0.000167938
create,2,1914,0.00016805325000000002
create,2,1915,0.000164910875
create,2,1916,0.00016715750000000003
create,2,1917,0.000164812
create,2,1918,0.00016881675
create,2,1919,0.000165383
create,2,1920,0.00016933800000000002
create,2,1921,0.00016162575
create,2,1922,0.0001682235
create,2,1923,0.000171035875
create,2,1924,0.00016799825000000002
create,2,1925,0.000169931875
create,2,1926,0.000167075
create,2,1927,0.00016659762499999996
create,2,1928,0.00017047537499999998
create,2,1929,0.0001680035
create,2,1930,0.00016588325
create,2,1931,0.000164482625
create,2,1932,0.00016763549999999994
create,2,1933,0.00016702524999999998
create,2,1934,0.00016983300000000004
create,2,1935,0.000171338375
create,2,1936,0.00017002487500000004
create,2,1937,0.00017032737499999998
create,2,1938,0.00016693749999999999
create,2,1939,0.000169366125
create,2,1940,0.00016701474999999998
create,2,1941,0.00017129974999999999
create,2,1942,0.000166668375
create,2,1943,0.00017126112500000001
create,2,1944,0.00016833812500000002
create,2,1945,0.00016859149999999998
create,2,1946,0.000166833375
create,2,1947,0.000168322375
create,2,1948,0.000165729375
create,2,1949,0.00016514725000000001
create,2,1950,0.00016551525
create,2,1951,0.000166202125
create,2,1952,0.00016483425000000002
create,2,1953,0.00016633375
create,2,1954,0.000167037
create,2,1955,0.000163306625
create,2,1956,0.00016919587500000002
create,2,1957,0.000168668125
create,2,1958,0.000168157375
create,2,1959,0.00016472425000000002
create,2,1960,0.00016964050000000002
create,2,1961,0.000167069125
create,2,1962,0.000166410375
create,2,1963,0.00016630625000000002
create,2,1964,0.000168635375
create,2,1965,0.0001694925
create,2,1966,0.00016476225000000002
create,2,1967,0.00016596575
create,2,1968,0.000171766625
create,2,1969,0.00016939362500000002
create,2,1970,0.00017330999999999998
create,2,1971,0.00016400987499999998
create,2,1972,0.00016653675000000002
create,2,1973,0.00017262900000000002
create,2,1974,0.000167734375
create,2,1975,0.00016906950000000003
create,2,1976,0.00016930587500000002
create,2,1977,0.000168943125
create,2,1978,0.000165976875
create,2,1979,0.0001632405
create,2,1980,0.000172239375
create,2,1981,0.00016808074999999996
create,2,1982,0.0001684815
create,2,1983,0.00016526775000000001
create,2,1984,0.00016745412500000003
create,2,1985,0.00017134362500000004
create,2,1986,0.00017305724999999998
create,2,1987,0.00016975637499999998
create,2,1988,0.00016514725
create,2,1989,0.00016489450000000002
create,2,1990,0.00016763549999999997
create,2,1991,0.000168833125
create,2,1992,0.000167509125
create,2,1993,0.00016511975
create,2,1994,0.00017273900000000004
create,2,1995,0.00016912975
create,2,1996,0.00016796487500000002
create,2,1997,0.000171343625
create,2,1998,0.000165806625
create,2,1999,0.0001697505
create,2,2000,0.000169865125
create,2,2001,0.0001712055
create,2,2002,0.000166668375
create,2,2003,0.00016736637499999998
create,2,2004,0.00016515250000000002
create,2,2005,0.000168410125
create,2,2006,0.0001649495
create,2,2007,0.00016550412499999998
create,2,2008,0.000171123625
create,2,2009,0.00016777300000000002
create,2,2010,0.00016634425
create,2,2011,0.00016404787500000004
create,2,2012,0.00016869624999999998
create,2,2013,0.00016741025000000003
create,2,2014,0.00016897587500000003
create,2,2015,0.00016821762499999996
create,2,2016,0.000168289625
create,2,2017,0.000173260875
create,2,2018,0.000167108375
create,2,2019,0.00016663037500000001
create,2,2020,0.00016928362500000002
create,2,2021,0.00017284899999999998
create,2,2022,0.00016602075
create,2,2023,0.00016830012499999999
create,2,2024,0.000167839125
create,2,2025,0.00016737749999999997
create,2,2026,0.000167553
create,2,2027,0.00016749862500000002
create,2,2028,0.00016669649999999996
create,2,2029,0.00017161862500000003
create,2,2030,0.00017109024999999997
create,2,2031,0.000169964625
create,2,2032,0.000167228875
create,2,2033,0.00016557549999999998
create,2,2034,0.00016565212499999998
create,2,2035,0.00016424625
create,2,2036,0.00016898700000000003
create,2,2037,0.00016518
create,2,2038,0.000165701875
create,2,2039,0.00017211299999999997
create,2,2040,0.00016805850000000002
create,2,2041,0.000165646875
create,2,2042,0.00017231074999999997
create,2,2043,0.00017004187500000003
create,2,2044,0.00017080537500000002
create,2,2045,0.000169338625
create,2,2046,0.00016986049999999998
create,2,2047,0.000168300125
create,2,2048,0.00016482312500000002
create,2,2049,0.00016732249999999998
create,2,2050,0.00016596575
create,2,2051,0.000170019625
create,2,2052,0.00017035487499999998
create,2,2053,0.000167366375
create,2,2054,0.000166081
create,2,2055,0.000165899625
create,2,2056,0.000167426625
create,2,2057,0.000169030875
create,2,2058,0.00017039349999999997
create,2,2059,0.000166762625
create,2,2060,0.000164345125
create,2,2061,0.00017107450000000002
create,2,2062,0.00017124475000000004
create,2,2063,0.00016989324999999998
create,2,2064,0.000170107375
create,2,2065,0.00016665787500000001
create,2,2066,0.000170047125
create,2,2067,0.000169904375
create,2,2068,0.00016606462500000002
create,2,2069,0.000169563875
create,2,2070,0.00016719612500000003
create,2,2071,0.0001715525
create,2,2072,0.00016708612499999998
create,2,2073,0.0001675425
create,2,2074,0.000172662375
create,2,2075,0.00017067312500000003
create,2,2076,0.000167839125
create,2,2077,0.000165988
create,2,2078,0.00017022849999999998
create,2,2079,0.0001685365
create,2,2080,0.00017031100000000003
create,2,2081,0.0001688495
create,2,2082,0.00016912912500000003
create,2,2083,0.00016661925
create,2,2084,0.000164823125
create,2,2085,0.00017473875
create,2,2086,0.00016800875
create,2,2087,0.00016849262499999998
create,2,2088,0.00017170049999999998
create,2,2089,0.00016998162499999998
create,2,2090,0.000168843625
create,2,2091,0.00016087337499999998
create,2,2092,0.000168300125
create,2,2093,0.000167937375
create,2,2094,0.00016767412499999997
create,2,2095,0.00016765775
create,2,2096,0.00016780050000000002
create,2,2097,0.00016809712500000004
create,2,2098,0.00016897062499999997
create,2,2099,0.0001671025
create,2,2100,0.00017043149999999998
create,2,2101,0.00016679475000000001
create,2,2102,0.00017001437499999998
create,2,2103,0.000167679375
create,2,2104,0.00016595462499999997
create,2,2105,0.000169042
create,2,2106,0.00016949187500000002
create,2,2107,0.00016779462499999997
create,2,2108,0.00017000912500000003
create,2,2109,0.00016706450000000003
create,2,2110,0.00016764075000000003
create,2,2111,0.00017116225
create,2,2112,0.00016995349999999998
create,2,2113,0.00017034374999999998
create,2,2114,0.00016925612499999997
create,2,2115,0.00016912975
create,2,2116,0.00016701475
create,2,2117,0.00017042037499999998
create,2,2118,0.000170975625
create,2,2119,0.00017141499999999998
create,2,2120,0.00016867925000000003
create,2,2121,0.000171706375
create,2,2122,0.000167564125
create,2,2123,0.00016991025000000004
create,2,2124,0.00016886062500000003
create,2,2125,0.00016677312499999999
create,2,2126,0.00016788300000000002
create,2,2127,0.00017120087500000001
create,2,2128,0.00017096512500000002
create,2,2129,0.00017273312500000002
create,2,2130,0.000174722375
create,2,2131,0.00017130500000000001
create,2,2132,0.0001681135
create,2,2133,0.00016574049999999998
create,2,2134,0.000169816
create,2,2135,0.000168552875
create,2,2136,0.00016598212499999997
create,2,2137,0.000167646625
create,2,2138,0.00016659175
create,2,2139,0.00017014599999999998
create,2,2140,0.00016685562499999998
create,2,2141,0.00017093174999999996
create,2,2142,0.000172552375
create,2,2143,0.0001696025
create,2,2144,0.00017300287500000004
create,2,2145,0.00016972825
create,2,2146,0.000167163375
create,2,2147,0.00017005825
create,2,2148,0.00017143662499999999
create,2,2149,0.00016698724999999998
create,2,2150,0.00016893199999999997
create,2,2151,0.00017147000000000004
create,2,2152,0.00016876699999999998
create,2,2153,0.000170679
create,2,2154,0.00016610325
create,2,2155,0.000172227625
create,2,2156,0.000170096875
create,2,2157,0.00017093175000000002
create,2,2158,0.00016788237500000002
create,2,2159,0.00016928362500000002
create,2,2160,0.00016862424999999998
create,2,2161,0.000166982
create,2,2162,0.000170179375
create,2,2163,0.000167976
create,2,2164,0.00016619099999999997
create,2,2165,0.00017119562499999999
create,2,2166,0.00016929475
create,2,2167,0.000172607375
create,2,2168,0.000169053125
create,2,2169,0.000166910625
create,2,2170,0.000169679125
create,2,2171,0.00016767412499999997
create,2,2172,0.00016830012500000004
create,2,2173,0.00017090950000000002
create,2,2174,0.000166405125
create,2,2175,0.00016542224999999998
create,2,2176,0.00016877287499999998
create,2,2177,0.00016926662500000005
create,2,2178,0.00016417487499999998
create,2,2179,0.00016677899999999998
create,2,2180,0.00016903087500000003
create,2,2181,0.00016930525
create,2,2182,0.00017348550000000003
create,2,2183,0.00016811874999999996
create,2,2184,0.00016896474999999997
create,2,2185,0.000167443625
create,2,2186,0.00016802575
create,2,2187,0.000172629
create,2,2188,0.000169030875
create,2,2189,0.00017165074999999998
create,2,2190,0.00017260675000000002
create,2,2191,0.00016868975
create,2,2192,0.000169343875
create,2,2193,0.00016950300000000002
create,2,2194,0.000170865625
create,2,2195,0.00017351362500000003
create,2,2196,0.000168564
create,2,2197,0.000165196375
create,2,2198,0.000173403625
create,2,2199,0.00016734475
create,2,2200,0.00017000324999999998
create,2,2201,0.000169042
create,2,2202,0.000168915625
create,2,2203,0.00017187662500000003
create,2,2204,0.000172058
create,2,2205,0.00017127224999999996
create,2,2206,0.00017365637499999997
create,2,2207,0.00017207375
create,2,2208,0.00016904725000000003
create,2,2209,0.00017088787500000002
create,2,2210,0.000170365375
create,2,2211,0.00017179412499999998
create,2,2212,0.00016964050000000002
create,2,2213,0.00016850375000000003
create,2,2214,0.00017214050000000002
create,2,2215,0.00017070650000000002
create,2,2216,0.00017049237500000003
create,2,2217,0.00017142612499999998
create,2,2218,0.00017172799999999998
create,2,2219,0.00017148112499999998
create,2,2220,0.000172096625
create,2,2221,0.00017083287500000002
create,2,2222,0.00017243649999999997
create,2,2223,0.00016645425
create,2,2224,0.00016887112499999998
create,2,2225,0.000172442375
create,2,2226,0.00017176662499999998
create,2,2227,0.000169355
create,2,2228,0.000170948125
create,2,2229,0.00016906425
create,2,2230,0.00017319475
create,2,2231,0.00016835512499999999
create,2,2232,0.0001699155
create,2,2233,0.000171047
create,2,2234,0.00017037712500000003
create,2,2235,0.00017280450000000002
create,2,2236,0.00016955862500000002
create,2,2237,0.00017386525
create,2,2238,0.000171525
create,2,2239,0.00017146475
create,2,2240,0.00017114587500000002
create,2,2241,0.000172046875
create,2,2242,0.00016992662499999998
create,2,2243,0.00017152962500000001
create,2,2244,0.00017428825
create,2,2245,0.00016808075
create,2,2246,0.000171826875
create,2,2247,0.00017040987500000003
create,2,2248,0.00016988799999999998
create,2,2249,0.00017320000000000004
create,2,2250,0.00017220600000000002
create,2,2251,0.00017369500000000002
create,2,2252,0.000172574
create,2,2253,0.00017081062500000002
create,2,2254,0.00016870149999999998
create,2,2255,0.00016855812500000004
create,2,2256,0.00017548000000000005
create,2,2257,0.00016832762499999999
create,2,2258,0.000173969375
create,2,2259,0.00016918475000000002
create,2,2260,0.000169448625
create,2,2261,0.00016925025
create,2,2262,0.000173788
create,2,2263,0.00016724
create,2,2264,0.000171508625
create,2,2265,0.00017184325
create,2,2266,0.00017062925000000003
create,2,2267,0.00017220075
create,2,2268,0.00017360075
create,2,2269,0.0001712395
create,2,2270,0.00017634237500000003
create,2,2271,0.00017056375000000003
create,2,2272,0.00016383962499999998
create,2,2273,0.00016910225
create,2,2274,0.000166750875
create,2,2275,0.00017390912499999997
create,2,2276,0.000171826875
create,2,2277,0.000172261
create,2,2278,0.00016941
create,2,2279,0.00016485587500000002
create,2,2280,0.0001697505
create,2,2281,0.0001660535
create,2,2282,0.000168547625
create,2,2283,0.00016807487500000002
create,2,2284,0.00017060762500000002
create,2,2285,0.00016968437500000002
create,2,2286,0.000171618
create,2,2287,0.00017219487499999997
create,2,2288,0.000171673625
create,2,2289,0.000174777375
create,2,2290,0.000173871125
create,2,2291,0.000169168375
create,2,2292,0.0001683165
create,2,2293,0.000172261
create,2,2294,0.00017136525
create,2,2295,0.000172024625
create,2,2296,0.00016801462500000002
create,2,2297,0.000169596625
create,2,2298,0.00017062924999999997
create,2,2299,0.00016788825
create,2,2300,0.00016856399999999998
create,2,2301,0.00017118450000000001
create,2,2302,0.000166075125
create,2,2303,0.00017128862500000001
create,2,2304,0.000173793875
create,2,2305,0.00016797599999999997
create,2,2306,0.00017476037499999998
create,2,2307,0.00017077725
create,2,2308,0.0001714425
create,2,2309,0.000172414875
create,2,2310,0.00016484537500000002
create,2,2311,0.00017255237500000004
create,2,2312,0.00017582637499999999
create,2,2313,0.00016909175
create,2,2314,0.000173382
create,2,2315,0.000175117875
create,2,2316,0.00016698725000000004
create,2,2317,0.00017356800000000003
create,2,2318,0.00017230487499999997
create,2,2319,0.00017214050000000002
create,2,2320,0.00017009099999999998
create,2,2321,0.00016820712499999999
create,2,2322,0.000175738
create,2,2323,0.0001668995
create,2,2324,0.000164680375
create,2,2325,0.00017017937499999998
create,2,2326,0.0001773095
create,2,2327,0.000171881875
create,2,2328,0.00017042625
create,2,2329,0.00017144249999999998
create,2,2330,0.000168860625
create,2,2331,0.00017711700000000002
create,2,2332,0.000171388125
create,2,2333,0.00017427187499999996
create,2,2334,0.000170734
create,2,2335,0.000171008375
create,2,2336,0.00017127162499999996
create,2,2337,0.00016693812499999998
create,2,2338,0.00017527175
create,2,2339,0.00017372774999999997
create,2,2340,0.000169036125
create,2,2341,0.0001685915
create,2,2342,0.000169728875
create,2,2343,0.000178089375
create,2,2344,0.000177128125
create,2,2345,0.00017273375
create,2,2346,0.0001674705
create,2,2347,0.000166910625
create,2,2348,0.00017433212499999999
create,2,2349,0.00016923387500000005
create,2,2350,0.00016539999999999998
create,2,2351,0.00017165725
create,2,2352,0.00017328312499999998
create,2,2353,0.00017370025000000002
create,2,2354,0.00017000912499999998
create,2,2355,0.00017136525
create,2,2356,0.0001720305
create,2,2357,0.000171948
create,2,2358,0.00017334799999999998
create,2,2359,0.00017097562500000002
create,2,2360,0.000174639875
create,2,2361,0.00017133249999999996
create,2,2362,0.00016941587500000002
create,2,2363,0.000170091
create,2,2364,0.000175601125
create,2,2365,0.00017561225000000002
create,2,2366,0.00016900337500000003
create,2,2367,0.00017113475000000002
create,2,2368,0.00017045375
create,2,2369,0.00017417825000000004
create,2,2370,0.00017332637500000003
create,2,2371,0.00017260150000000002
create,2,2372,0.000167196125
create,2,2373,0.000170887875
create,2,2374,0.00016929475000000005
create,2,2375,0.00016931637500000002
create,2,2376,0.00016713587499999998
create,2,2377,0.000168355125
create,2,2378,0.00017115700000000001
create,2,2379,0.000173458625
create,2,2380,0.00016778412500000002
create,2,2381,0.00017515062500000005
create,2,2382,0.00017318425000000003
create,2,2383,0.00017076675000000002
create,2,2384,0.00016879975
create,2,2385,0.000170580125
create,2,2386,0.00017033262499999998
create,2,2387,0.00017233237499999997
create,2,2388,0.00017033325
create,2,2389,0.00017461237499999998
create,2,2390,0.00016893200000000003
create,2,2391,0.00017093700000000002
create,2,2392,0.00017478262500000003
create,2,2393,0.00017116812500000001
create,2,2394,0.00017135999999999999
create,2,2395,0.00017124475000000001
create,2,2396,0.000172980625
create,2,2397,0.00017081125000000002
create,2,2398,0.000172837875
create,2,2399,0.000172925625
create,2,2400,0.00017003599999999998
create,2,2401,0.00017353
create,2,2402,0.00017399687500000002
create,2,2403,0.00016775662499999997
create,2,2404,0.00017623825
create,2,2405,0.00017388162500000002
create,2,2406,0.000172865375
create,2,2407,0.00017093175000000002
create,2,2408,0.00016799825000000002
create,2,2409,0.00016658062500000004
create,2,2410,0.00017176075
create,2,2411,0.00017134887500000001
create,2,2412,0.0001726945
create,2,2413,0.00017689175
create,2,2414,0.000172079625
create,2,2415,0.00016906887500000003
create,2,2416,0.00017129449999999998
create,2,2417,0.00017150275
create,2,2418,0.00017320000000000004
create,2,2419,0.000172481
create,2,2420,0.0001678555
create,2,2421,0.000180209625
create,2,2422,0.00016800349999999996
create,2,2423,0.00017333812499999997
create,2,2424,0.00017551275000000002
create,2,2425,0.00017225575
create,2,2426,0.00017353524999999997
create,2,2427,0.000171343625
create,2,2428,0.000173573875
create,2,2429,0.000169613
create,2,2430,0.000170547375
create,2,2431,0.00017350249999999997
create,2,2432,0.00017022850000000003
create,2,2433,0.000171255875
create,2,2434,0.00017307424999999998
create,2,2435,0.00017178300000000003
create,2,2436,0.000170843375
create,2,2437,0.00017274425
create,2,2438,0.00016930525
create,2,2439,0.000167625
create,2,2440,0.00016970662499999996
create,2,2441,0.00017011325
create,2,2442,0.00017064624999999997
create,2,2443,0.000173200625
create,2,2444,0.00017389274999999994
create,2,2445,0.00017005824999999998
create,2,2446,0.00017151912499999998
create,2,2447,0.00017319475
create,2,2448,0.00017295837499999999
create,2,2449,0.00016815212500000001
create,2,2450,0.00017157999999999998
create,2,2451,0.000171288625
create,2,2452,0.00017439825
create,2,2453,0.00017333224999999998
create,2,2454,0.00016986574999999999
create,2,2455,0.00017110725
create,2,2456,0.0001670645
create,2,2457,0.00017143724999999996
create,2,2458,0.00017096975000000002
create,2,2459,0.000171684125
create,2,2460,0.000171893
create,2,2461,0.000171948
create,2,2462,0.00016709137499999998
create,2,2463,0.00017398575000000002
create,2,2464,0.00016916250000000003
create,2,2465,0.00017315612500000004
create,2,2466,0.000172662375
create,2,2467,0.00017502424999999997
create,2,2468,0.00017129912500000002
create,2,2469,0.00016821237500000001
create,2,2470,0.00017551862500000002
create,2,2471,0.00016957437500000002
create,2,2472,0.00017581000000000004
create,2,2473,0.00017313975
create,2,2474,0.00017792437500000003
create,2,2475,0.000176326
create,2,2476,0.0001726565
create,2,2477,0.00017337612500000003
create,2,2478,0.00016967387500000001
create,2,2479,0.000173695
create,2,2480,0.000175683
create,2,2481,0.000167904625
create,2,2482,0.00017604637500000003
create,2,2483,0.000168454
create,2,2484,0.000175645
create,2,2485,0.00017352475
create,2,2486,0.000171157
create,2,2487,0.000172189625
create,2,2488,0.000169426375
create,2,2489,0.000169097
create,2,2490,0.000170722875
create,2,2491,0.000166860875
create,2,2492,0.00017696374999999996
create,2,2493,0.00017422212500000002
create,2,2494,0.00016695974999999998
create,2,2495,0.00017122312499999999
create,2,2496,0.00017290924999999998
create,2,2497,0.00017227737500000002
create,2,2498,0.000171623875
create,2,2499,0.000170531
create,2,2500,0.00016735000000000003
create,2,2501,0.00017094287500000002
create,2,2502,0.00016680062500000004
create,2,2503,0.00017297537499999995
create,2,2504,0.00017457899999999998
create,2,2505,0.000173645875
create,2,2506,0.000168740125
create,2,2507,0.00017112950000000002
create,2,2508,0.00017676537500000003
create,2,2509,0.00017238737499999997
create,2,2510,0.00016913562500000002
create,2,2511,0.00017881487499999999
create,2,2512,0.00017059650000000003
create,2,2513,0.00017180462499999995
create,2,2514,0.0001719755
create,2,2515,0.00017193687499999997
create,2,2516,0.00017099787499999996
create,2,2517,0.00017145362499999998
create,2,2518,0.00016747112500000003
create,2,2519,0.00016528412500000001
create,2,2520,0.00017600774999999998
create,2,2521,0.000175002
create,2,2522,0.000172151
create,2,2523,0.00017234287500000002
create,2,2524,0.00017260150000000002
create,2,2525,0.00017633712499999995
create,2,2526,0.000175348375
create,2,2527,0.0001751565
create,2,2528,0.00017386525000000002
create,2,2529,0.00017370025
create,2,2530,0.00017593049999999999
create,2,2531,0.00016903675000000002
create,2,2532,0.000175348375
create,2,2533,0.00017325562500000003
create,2,2534,0.00016758637500000002
create,2,2535,0.00016780637500000002
create,2,2536,0.00017450762499999996
create,2,2537,0.00016993187500000004
create,2,2538,0.00017107449999999996
create,2,2539,0.00017682037500000002
create,2,2540,0.00017364525000000005
create,2,2541,0.00017074512500000002
create,2,2542,0.000174194625
create,2,2543,0.00017102475
create,2,2544,0.00017265650000000002
create,2,2545,0.000175556625
create,2,2546,0.00017404075
create,2,2547,0.00017103062500000002
create,2,2548,0.00017700175000000002
create,2,2549,0.0001676905
create,2,2550,0.000172502625
create,2,2551,0.00017040462499999997
create,2,2552,0.00017115112500000002
create,2,2553,0.000175205625
create,2,2554,0.000171728
create,2,2555,0.00017385412500000002
create,2,2556,0.00017202525
create,2,2557,0.000170354875
create,2,2558,0.00016718499999999998
create,2,2559,0.0001713875
create,2,2560,0.00017678762499999997
create,2,2561,0.00017559525000000002
create,2,2562,0.00017502425
create,2,2563,0.00017234350000000002
create,2,2564,0.00017677650000000005
create,2,2565,0.00017168937499999998
create,2,2566,0.000169311125
create,2,2567,0.00017397525000000005
create,2,2568,0.00017546299999999997
create,2,2569,0.000173678
create,2,2570,0.000172382125
create,2,2571,0.00017334274999999998
create,2,2572,0.00016847037499999998
