bench,BLOCK_SIZE,n,t
commit,32768,1,5.070400000000002e-05
commit,32768,15,7.447175833333333e-05
commit,32768,31,8.397260080645162e-05
commit,32768,47,8.980695478723403e-05
commit,32768,63,9.436502579365078e-05
commit,32768,79,9.758882120253164e-05
commit,32768,95,0.00010039729473684209
commit,32768,111,0.00010279178265765765
commit,32768,127,0.00010494604035433071
commit,32768,143,0.00010686131293706295
commit,32768,159,0.00010837912264150943
commit,32768,175,0.00010962355
commit,32768,191,0.00011081924476439787
commit,32768,207,0.00011188067753623188
commit,32768,223,0.0001129263918161435
commit,32768,239,0.00011394005543933056
commit,32768,255,0.00011502989852941178
commit,32768,271,0.00011600716559040593
commit,32768,287,0.00011698743771777003
commit,32768,303,0.00011800068976897688
commit,32768,319,0.00011896447766457682
commit,32768,335,0.0001198307567164179
commit,32768,351,0.00012063764814814813
commit,32768,367,0.00012136739884196184
commit,32768,383,0.00012207288936031332
commit,32768,399,0.00012271543515037593
commit,32768,415,0.0001233851379518072
commit,32768,431,0.0010056205843967515
commit,32768,447,0.000974441908836689
commit,32768,463,0.0009454018037257018
commit,32768,479,0.0009183335281837162
commit,32768,495,0.0008930291282828282
commit,32768,511,0.0008693144750489237
commit,32768,527,0.0008470862253320685
commit,32768,543,0.0008262119684622468
commit,32768,559,0.0008065746659212878
commit,32768,575,0.0007880544689130433
commit,32768,591,0.0007705669940778342
commit,32768,607,0.0007540243278418451
commit,32768,623,0.00073834852247191
commit,32768,639,0.0007234638063380282
commit,32768,655,0.0007093093604961832
commit,32768,671,0.0006958464109538001
commit,32768,687,0.0006830397014192139
commit,32768,703,0.0022563595033783784
commit,32768,719,0.002211264989047288
commit,32768,735,0.0021681244993197284
commit,32768,751,0.002126834680093209
commit,32768,767,0.002087270485169492
commit,32768,783,0.002049330818007663
commit,32768,799,0.002012895597934919
commit,32768,815,0.0019779056461656443
commit,32768,831,0.001944268292719615
commit,32768,847,0.0019119239889315229
commit,32768,863,0.0018807774322132098
commit,32768,879,0.0018507719960182026
commit,32768,895,0.001821842689385475
commit,32768,911,0.001793947677003293
commit,32768,927,0.001767046609627832
commit,32768,943,0.0017410671317603396
commit,32768,959,0.0017159688523201253
commit,32768,975,0.0016917206126923078
commit,32768,991,0.001668263431382442
commit,32768,1007,0.0016455613092105266
commit,32768,1023,0.0016235862960654937
commit,32768,1039,0.0016022876385948029
