fs,bench,BLOCK_SIZE,n,t,throughput
lfs3nb8,linear,4096,225165888,3600.045007502,62545.29805343688
lfs3nb8,linear,8192,215721024,3600.050589358,59921.66461151584
lfs3nb8,linear,16384,220907072,3600.00078801,61363.06212369261
lfs3nb8,linear,32768,222138432,3600.109580888,61703.24180665843
lfs3nb8,linear,65536,223354944,3600.629749034,62032.18869141519
lfs3nb8,linear,131072,221397056,3600.478324714,61491.01203590399
lfs3nb8,linear,262144,219939136,3600.5225848,61085.33714758439
lfs3nb8,linear,524288,217645120,3606.33927138,60350.70569406412
lfs3nb8,linear,1048576,214040640,3600.41816597,59448.827923112825
