fs,bench,BLOCK_SIZE,n,t,throughput
lfs3nb32,logging,4096,20206528,3600.016369022,5612.898922870569
lfs3nb32,logging,8192,21886016,3600.026892754,6079.403474471637
lfs3nb32,logging,16384,29117568,3600.00032587,8088.212601192822
lfs3nb32,logging,32768,36537344,3600.355623682,10148.259732918857
lfs3nb32,logging,65536,38566272,3600.684817702,10710.815845473931
lfs3nb32,logging,131072,41704512,3601.277816784,11580.47618698932
lfs3nb32,logging,262144,45096128,3601.27659883,12522.261693159322
lfs3nb32,logging,524288,48439680,3601.836548604,13448.60582826121
lfs3nb32,logging,1048576,52245184,3604.111050308,14495.997284971349
