fs,bench,BLOCK_SIZE,n,t,throughput
lfs3nb128,logging,4096,20322624,3600.010348082,5645.157106514267
lfs3nb128,logging,8192,22047488,3600.074659752,6124.17521405481
lfs3nb128,logging,16384,29995456,3600.00054305,8332.069854241518
lfs3nb128,logging,32768,37417792,3600.00904342,10393.80500123777
lfs3nb128,logging,65536,39058752,3600.000399812,10849.652128383023
lfs3nb128,logging,131072,42580352,3601.062911928,11824.384366893102
lfs3nb128,logging,262144,46206336,3600.435221974,12833.541822387402
lfs3nb128,logging,524288,50074752,3600.77147604,13906.673148574935
lfs3nb128,logging,1048576,54158656,3602.85126933,15032.165346662105
