fs,bench,BLOCK_SIZE,n,t,throughput
lfs3nb64,random,4096,3605248,3600.082847708,1001.4347315077175
lfs3nb64,random,8192,7928896,3600.063306502,2202.4323810305737
lfs3nb64,random,16384,6758912,3600.420590592,1877.2562343580712
lfs3nb64,random,32768,5003904,3600.076022714,1389.9439813017316
lfs3nb64,random,65536,3864512,3600.316583096,1073.3811626856468
lfs3nb64,random,131072,3040832,3602.713721574,844.0393089772012
lfs3nb64,random,262144,2328512,3601.277903042,646.579370626495
lfs3nb64,random,524288,1677952,3605.766540338,465.3523685542633
lfs3nb64,random,1048576,1100736,3602.004235114,305.5898683487147
